ges_spec_names,TEFF,LOGG,FEH,LI1
gir_07575611-6054591_H665.0.fit,5115.0,4.51,0.01,2.6
gir_07575861-6024107_H665.0.fit,4795.0,4.71,0.04,1.28
gir_07575863-6103390_H665.0.fit,4875.0,4.52,0.04,1.95
gir_07575932-6056535_H665.0.fit,6027.0,4.36,-0.02,2.92
gir_07580010-6058317_H665.0.fit,4842.0,3.04,0.2,0.52
gir_07580044-6041196_H665.0.fit,4647.0,4.69,-0.04,1.09
gir_07580117-6031234_H665.0.fit,5030.0,4.56,0.07,2.48
gir_07580219-6111283_H665.0.fit,4820.0,4.64,0.02,0.78
gir_07580458-6040298_H665.0.fit,4691.0,4.83,0.13,1.27
gir_07580470-6035037_H665.0.fit,5897.0,4.35,-0.07,3.06
gir_07580515-6046119_H665.0.fit,5022.0,4.43,-0.09,1.66
gir_07580525-6047403_H665.0.fit,6696.0,4.22,0.0,2.95
gir_07580532-6045034_H665.0.fit,6112.0,4.31,-0.03,3.16
gir_07580887-6044403_H665.0.fit,6306.0,4.26,-0.08,2.96
gir_07580948-6059412_H665.0.fit,4577.0,4.82,0.09,1.22
gir_07581123-6049599_H665.0.fit,5370.0,4.51,-0.16,2.76
gir_07581274-6101519_H665.0.fit,5238.0,4.63,-0.06,2.22
gir_07581287-6038365_H665.0.fit,6674.0,4.17,0.0,3.08
gir_07581395-6110387_H665.0.fit,5746.0,4.21,0.02,1.88
gir_07581415-6106009_H665.0.fit,4821.0,4.68,0.03,0.33
gir_07581683-6054526_H665.0.fit,5398.0,4.37,-0.03,2.54
gir_07581811-6020196_H665.0.fit,4711.0,4.81,0.05,0.85
gir_07581813-6059052_H665.0.fit,5845.0,4.25,-0.39,1.93
gir_07581986-6041581_H665.0.fit,6217.0,4.15,-0.05,2.89
gir_07581994-6043402_H665.0.fit,4644.0,4.71,0.09,0.62
gir_07582031-6041397_H665.0.fit,6072.0,4.22,-0.03,3.21
gir_07582084-6111460_H665.0.fit,5864.0,4.24,-0.06,3.08
gir_07582161-6058503_H665.0.fit,4599.0,4.65,0.03,1.46
gir_07582350-6046497_H665.0.fit,4944.0,4.62,0.04,2.02
gir_07582363-6037220_H665.0.fit,6256.0,4.26,0.0,2.87
gir_07582377-6103445_H665.0.fit,5911.0,4.3,-0.05,2.98
gir_07583073-6046010_H665.0.fit,4944.0,4.55,0.0,2.09
gir_07583154-6036588_H665.0.fit,5385.0,3.92,-0.09,0.74
gir_07583340-6044273_H665.0.fit,5863.0,4.39,-0.02,2.97
gir_07583572-6046525_H665.0.fit,5712.0,4.4,-0.1,3.0
gir_07583646-6050184_H665.0.fit,6269.0,4.24,0.03,3.06
gir_07583693-6104343_H665.0.fit,5745.0,4.46,-0.09,2.83
gir_07583705-6046284_H665.0.fit,4690.0,4.63,0.04,1.82
gir_07583730-6035381_H665.0.fit,4649.0,4.75,0.06,0.62
gir_07583905-6045217_H665.0.fit,5226.0,4.48,-0.04,2.32
gir_07583938-6029593_H665.0.fit,4795.0,4.59,0.05,1.58
gir_07584005-6041429_H665.0.fit,6336.0,4.16,-0.03,3.14
gir_07584125-6058096_H665.0.fit,4596.0,2.37,-0.27,0.2
gir_07584299-6101051_H665.0.fit,4906.0,2.93,-0.65,0.85
gir_07584326-6055257_H665.0.fit,5142.0,4.49,-0.2,2.76
gir_07584375-6032568_H665.0.fit,5518.0,4.37,-0.17,2.72
gir_07584416-6056011_H665.0.fit,5123.0,4.48,-0.01,2.16
gir_07584632-6051457_H665.0.fit,4776.0,2.37,-0.34,0.48
gir_07584646-6105588_H665.0.fit,6725.0,4.29,-0.03,3.02
gir_07584833-6106149_H665.0.fit,6296.0,4.14,-0.06,3.08
gir_07584866-6055248_H665.0.fit,6718.0,4.17,-0.17,2.94
gir_07585063-6106507_H665.0.fit,5732.0,4.39,-0.12,2.93
gir_07585290-6031150_H665.0.fit,4651.0,2.45,-0.27,0.25
gir_07590027-6046423_H665.0.fit,4863.0,3.01,-0.2,0.35
gir_07590075-6055489_H665.0.fit,5723.0,4.25,-0.39,2.17
gir_07590447-6033400_H665.0.fit,5794.0,4.4,0.03,1.55
gir_07590471-6037086_H665.0.fit,4656.0,4.76,0.09,1.1
gir_07590677-6051533_H665.0.fit,4482.0,4.73,0.11,1.19
gir_07590793-6111287_H665.0.fit,4993.0,2.89,-0.16,0.55
gir_07591146-6049056_H665.0.fit,4935.0,4.46,0.02,1.79
gir_07591341-6040239_H665.0.fit,5697.0,4.5,-0.05,3.02
gir_07591373-6054292_H665.0.fit,6060.0,4.2,-0.16,2.61
gir_07591703-6040341_H665.0.fit,4865.0,3.43,-0.38,0.31
gir_07591704-6034133_H665.0.fit,5956.0,4.29,0.04,2.98
gir_07591899-6059283_H665.0.fit,5928.0,4.44,0.2,2.61
gir_07592134-6046028_H665.0.fit,6292.0,4.14,-0.06,2.99
gir_07592156-6046453_H665.0.fit,5112.0,4.57,-0.01,2.62
gir_07592324-6106169_H665.0.fit,5002.0,3.59,-0.06,1.24
gir_07592442-6112110_H665.0.fit,6267.0,4.24,0.12,1.57
gir_07592611-6048339_H665.0.fit,4887.0,4.69,0.07,1.78
gir_07592637-6019164_H665.0.fit,4610.0,2.33,-0.13,0.18
gir_07593093-6025165_H665.0.fit,5143.0,4.57,-0.09,1.4
gir_07593236-6045025_H665.0.fit,4534.0,4.74,0.04,0.69
gir_07593402-6045184_H665.0.fit,5234.0,4.28,0.06,2.18
gir_07594001-6042311_H665.0.fit,4792.0,4.48,-0.16,2.23
gir_07594689-6037266_H665.0.fit,4803.0,3.1,-0.17,0.18
gir_07594747-6054153_H665.0.fit,5530.0,4.38,-0.1,2.73
gir_07594824-6105200_H665.0.fit,5714.0,4.5,-0.01,2.81
gir_07595015-6043342_H665.0.fit,4985.0,4.59,-0.03,1.99
gir_07595031-6044149_H665.0.fit,5108.0,4.52,-0.05,1.92
gir_07595171-6022095_H665.0.fit,6322.0,4.2,-0.02,3.14
gir_07595262-6041159_H665.0.fit,6531.0,4.19,0.05,3.36
gir_07595280-6032498_H665.0.fit,5093.0,4.49,-0.03,2.29
gir_07595940-6031110_H665.0.fit,5710.0,4.05,-0.13,1.44
gir_08000049-6052559_H665.0.fit,4704.0,4.65,0.01,1.51
gir_08000128-6102224_H665.0.fit,5183.0,4.52,-0.26,1.27
gir_08000265-6036554_H665.0.fit,6092.0,4.3,0.04,2.29
gir_08000304-6037243_H665.0.fit,6839.0,4.16,0.01,3.23
gir_08000541-6022527_H665.0.fit,4596.0,4.66,0.0,0.81
gir_08001450-6045154_H665.0.fit,6214.0,4.29,-0.05,3.09
gir_08001626-6022431_H665.0.fit,5953.0,4.49,0.29,2.39
gir_08001884-6025124_H665.0.fit,4636.0,4.67,0.05,0.98
gir_08001893-6036146_H665.0.fit,4624.0,4.57,0.01,1.67
gir_08001990-6024319_H665.0.fit,5343.0,3.97,0.09,0.64
gir_08002884-6100483_H665.0.fit,5957.0,4.33,-0.05,3.07
gir_08002907-6055428_H665.0.fit,4732.0,4.75,0.1,1.33
gir_08003110-6027487_H665.0.fit,6223.0,4.21,-0.02,2.89
gir_08003318-6031235_H665.0.fit,6234.0,4.21,-0.04,2.95
gir_08003437-6042225_H665.0.fit,5978.0,4.28,-0.01,3.07
gir_08003552-6048264_H665.0.fit,4843.0,4.63,0.0,1.9
gir_08003647-6105272_H665.0.fit,5080.0,3.39,-0.43,0.87
gir_08003775-6036331_H665.0.fit,4881.0,4.67,0.06,2.37
gir_08004769-6043368_H665.0.fit,5573.0,4.58,0.08,2.91
gir_08004799-6051564_H665.0.fit,5385.0,4.35,0.03,2.39
gir_08005189-6046598_H665.0.fit,5814.0,4.41,-0.05,3.05
gir_08005862-6020078_H665.0.fit,5253.0,4.43,0.1,1.0
gir_08010217-6045027_H665.0.fit,6608.0,4.13,-0.02,3.03
gir_08010448-6036003_H665.0.fit,5021.0,3.06,-0.42,0.67
gir_08010495-6047348_H665.0.fit,4985.0,4.67,0.05,1.65
gir_08011107-6034256_H665.0.fit,6662.0,4.26,-0.03,2.97
gir_08011281-6053531_H665.0.fit,5893.0,4.44,0.01,3.03
gir_08012174-6025405_H665.0.fit,6026.0,4.25,-0.03,3.13
gir_08012448-6035158_H665.0.fit,6323.0,4.14,-0.01,2.85
gir_08014018-6047068_H665.0.fit,4599.0,4.71,0.04,0.71
gir_08073903-4915112_H665.0.fit,4596.0,2.52,-0.18,0.87
gir_08075006-4925445_H665.0.fit,4387.31,2.35,0.2,0.23
gir_08075933-4910436_H665.0.fit,4642.0,2.55,-0.06,0.27
gir_08080444-4927511_H665.0.fit,4512.0,2.48,-0.14,0.83
gir_08083306-4904133_H665.0.fit,4522.73,2.31,-0.25,0.06
gir_08083841-4934401_H665.0.fit,4858.0,2.79,-0.08,0.65
gir_08084225-4915153_H665.0.fit,5050.0,3.03,-0.21,0.91
gir_08084313-4854304_H665.0.fit,5042.0,3.12,-0.09,0.41
gir_08085667-4859420_H665.0.fit,4605.0,2.58,-0.21,0.22
gir_08090208-4849580_H665.0.fit,4555.0,2.45,-0.27,0.62
gir_08090250-4858172_H665.0.fit,5733.0,4.53,-0.01,3.25
gir_08090863-4938126_H665.0.fit,4710.0,2.59,-0.22,0.42
gir_08090914-4858463_H665.0.fit,4724.0,2.61,-0.26,0.47
gir_08091240-4937351_H665.0.fit,4508.0,4.77,0.1,0.06
gir_08091332-4857599_H665.0.fit,5030.0,4.02,0.01,2.6
gir_08091822-4916256_H665.0.fit,4713.0,2.64,-0.15,0.19
gir_08092129-4900412_H665.0.fit,4777.0,4.64,0.05,0.01
gir_08092293-4907575_H665.0.fit,6286.0,4.23,0.04,3.26
gir_08092732-4916061_H665.0.fit,4638.0,2.56,-0.25,0.01
gir_08092916-4901240_H665.0.fit,4841.0,4.61,-0.01,0.07
gir_08093097-4855153_H665.0.fit,4885.0,2.69,-0.04,0.6
gir_08093897-4932407_H665.0.fit,4561.0,2.64,0.14,0.4
gir_08094477-4915078_H665.0.fit,4556.0,2.57,-0.02,0.3
gir_08094645-4849506_H665.0.fit,4614.0,2.54,-0.27,0.7
gir_08094684-4907198_H665.0.fit,5895.0,4.3,0.09,3.38
gir_08095054-4851029_H665.0.fit,4825.0,2.73,-0.15,0.52
gir_08095355-4911523_H665.0.fit,4609.0,2.53,-0.15,0.73
gir_08095446-4851279_H665.0.fit,4617.0,2.53,-0.11,0.66
gir_08100138-4847439_H665.0.fit,4551.89,2.4,-0.22,0.68
gir_08100826-4919565_H665.0.fit,6227.0,4.17,0.02,0.97
gir_08100928-4920539_H665.0.fit,6127.0,3.81,-0.37,1.77
gir_08100955-4856343_H665.0.fit,4596.77,2.52,-0.06,0.35
gir_08101542-4911095_H665.0.fit,5820.0,4.27,0.12,1.15
gir_08101679-4913171_H665.0.fit,4779.0,2.72,-0.13,0.14
gir_08101836-4906461_H665.0.fit,6274.0,4.12,0.13,1.75
gir_08102106-4911465_H665.0.fit,5770.0,4.19,-0.08,1.99
gir_08102486-4901495_H665.0.fit,5994.0,4.22,0.04,3.34
gir_08102704-4908487_H665.0.fit,5561.0,4.15,0.06,3.05
gir_08103470-4908400_H665.0.fit,6087.0,4.18,0.09,3.47
gir_08103637-4847086_H665.0.fit,4814.0,2.71,-0.13,0.46
gir_08104858-4906056_H665.0.fit,4552.79,2.49,0.04,0.54
gir_08105658-4912074_H665.0.fit,4611.0,2.57,-0.15,0.89
gir_08110009-4906442_H665.0.fit,5706.0,4.38,0.02,2.98
gir_08110044-4919466_H665.0.fit,5224.0,3.53,0.01,1.14
gir_08110139-4900089_H665.0.fit,5331.0,4.43,-0.03,2.7
gir_08110234-4916249_H665.0.fit,5748.0,4.18,0.06,3.32
gir_08110321-4930298_H665.0.fit,5070.0,3.4,-0.09,0.64
gir_08110403-4852137_H665.0.fit,4610.0,2.52,-0.12,3.71
gir_08110558-4939029_H665.0.fit,4669.0,2.55,-0.19,0.33
gir_08111019-4925258_H665.0.fit,4874.0,2.8,-0.0,0.69
gir_08111134-4904442_H665.0.fit,6984.0,4.12,-0.02,3.27
gir_08112074-4913100_H665.0.fit,6280.0,4.21,0.23,3.37
gir_08112291-4933131_H665.0.fit,4714.0,2.65,-0.19,0.15
gir_08113082-4933416_H665.0.fit,4899.0,2.79,-0.05,0.61
gir_08113260-4924367_H665.0.fit,4695.0,2.61,-0.18,0.58
gir_08115117-4850296_H665.0.fit,4596.0,2.86,0.02,0.28
gir_08115398-4919461_H665.0.fit,4592.18,4.54,0.05,0.41
gir_08115645-4908049_H665.0.fit,4908.0,2.78,-0.1,0.76
gir_08115737-4911322_H665.0.fit,5375.0,4.26,-0.01,2.93
gir_08120453-4935333_H665.0.fit,4519.0,2.17,-0.33,0.64
gar_09101515-6451187_H665.0.fit,5179.0,3.7,0.14,1.39
gar_09102660-6458181_H665.0.fit,5069.0,4.58,-0.21,0.62
gar_09102859-6447302_H665.0.fit,5004.0,4.51,-0.31,0.34
gar_09103027-6454542_H665.0.fit,4932.0,3.89,-0.51,0.57
gar_09104089-6453280_H665.0.fit,4789.0,2.54,-1.11,0.02
gar_09104548-6454133_H665.0.fit,5151.0,4.55,-0.16,0.61
gar_09104805-6449068_H665.0.fit,5340.0,4.44,-0.58,0.9
gar_09104826-6448062_H665.0.fit,5044.0,3.46,-1.42,1.1
gar_09104990-6452167_H665.0.fit,5085.0,3.39,-1.2,1.11
gar_09105098-6453543_H665.0.fit,5155.0,4.63,0.15,0.71
gar_09105865-6444482_H665.0.fit,4725.0,2.49,-0.45,0.05
gar_09105873-6447501_H665.0.fit,5091.0,3.73,-0.04,1.17
gar_09110592-6446565_H665.0.fit,5070.0,3.41,-1.29,1.21
gar_09111212-6449594_H665.0.fit,4900.0,2.88,-0.26,1.03
gar_09111341-6457577_H665.0.fit,4873.0,3.18,-1.28,0.55
gar_09111898-6451494_H665.0.fit,4954.0,3.23,-1.35,0.47
gar_09111947-6449240_H665.0.fit,5204.0,4.57,0.22,0.27
gar_09112064-6451383_H665.0.fit,5070.0,3.46,-1.23,1.04
gar_09112204-6454102_H665.0.fit,4878.0,3.22,-0.88,0.25
gar_09112260-6443013_H665.0.fit,4619.0,2.61,-0.16,0.08
gar_09112272-6450121_H665.0.fit,4773.0,2.78,-0.86,0.15
gar_09112428-6446046_H665.0.fit,4656.0,2.37,-1.01,0.15
gar_09112459-6452222_H665.0.fit,5265.0,2.72,-1.48,1.12
gar_09112523-6450536_H665.0.fit,4802.0,2.81,-0.9,0.36
gar_09112570-6453259_H665.0.fit,5044.0,3.53,-0.95,1.1
gar_09113163-6449022_H665.0.fit,4767.0,3.22,-1.26,0.52
gar_09113164-6501491_H665.0.fit,5142.0,4.6,-0.24,0.95
gar_09113786-6451485_H665.0.fit,5027.0,3.47,-1.32,1.12
gar_09113929-6452595_H665.0.fit,5096.0,3.42,-1.39,1.01
gar_09113949-6451286_H665.0.fit,5070.0,3.56,-1.34,1.19
gar_09113953-6452143_H665.0.fit,5062.0,3.6,-1.32,1.22
gar_09114027-6457420_H665.0.fit,5280.0,4.38,0.14,0.86
gar_09114145-6454037_H665.0.fit,4717.0,2.46,-1.11,0.19
gar_09114158-6451225_H665.0.fit,5251.0,2.74,-1.46,1.19
gar_09114206-6452127_H665.0.fit,4972.0,3.46,-1.17,1.1
gar_09114297-6447452_H665.0.fit,5002.0,3.33,-1.31,1.2
gar_09114486-6449385_H665.0.fit,4998.0,3.57,-1.35,1.15
gar_09114513-6455171_H665.0.fit,5279.0,2.74,-1.46,0.93
gar_09114565-6453454_H665.0.fit,5317.0,3.04,-1.35,1.26
gar_09114633-6450260_H665.0.fit,4699.0,2.49,-0.91,0.12
gar_09114657-6450097_H665.0.fit,5153.0,3.68,-1.16,1.06
gar_09114684-6454093_H665.0.fit,5040.0,3.47,-1.13,1.01
gar_09114870-6459210_H665.0.fit,5361.0,2.8,-1.41,1.01
gar_09114940-6456348_H665.0.fit,5035.0,3.4,-1.3,1.19
gar_09114990-6450269_H665.0.fit,5053.0,3.57,-1.34,1.09
gar_09115027-6452249_H665.0.fit,5067.0,3.51,-1.16,1.12
gar_09115253-6452541_H665.0.fit,5045.0,3.58,-1.17,1.26
gar_09115254-6448232_H665.0.fit,5016.0,3.58,-1.26,1.09
gar_09115266-6454021_H665.0.fit,5358.0,2.89,-1.37,1.35
gar_09115270-6454381_H665.0.fit,4761.0,2.15,-1.05,0.2
gar_09115275-6451358_H665.0.fit,4760.0,2.56,-1.01,0.04
gar_09115301-6450303_H665.0.fit,4889.0,3.35,-1.03,0.68
gar_09115304-6453255_H665.0.fit,4674.0,2.32,-1.11,0.09
gar_09115332-6450477_H665.0.fit,5043.0,3.56,-1.08,1.04
gar_09115507-6451043_H665.0.fit,4775.0,2.65,-1.12,0.35
gar_09115604-6451547_H665.0.fit,4688.0,2.45,-0.75,0.26
gar_09115614-6456257_H665.0.fit,5023.0,3.54,-1.2,1.25
gar_09115668-6447005_H665.0.fit,4513.0,1.85,-1.06,0.15
gar_09115669-6449558_H665.0.fit,5067.0,3.59,-1.3,1.03
gar_09115719-6449145_H665.0.fit,4688.0,2.53,-1.08,0.27
gar_09115824-6448300_H665.0.fit,5047.0,3.48,-1.19,1.11
gar_09115856-6447231_H665.0.fit,4425.0,1.78,-1.28,0.03
gar_09115987-6455157_H665.0.fit,4792.0,3.34,-0.86,0.3
gar_09120083-6450375_H665.0.fit,5161.0,3.67,-1.16,1.24
gar_09120092-6503452_H665.0.fit,5135.0,4.52,-0.74,0.86
gar_09120105-6454286_H665.0.fit,5045.0,3.53,-1.01,1.26
gar_09120305-6453201_H665.0.fit,5071.0,3.61,-1.14,1.25
gar_09120475-6458380_H665.0.fit,5166.0,3.64,0.04,1.44
gar_09120498-6449256_H665.0.fit,5144.0,3.57,-1.16,1.4
gar_09120565-6456386_H665.0.fit,5036.0,3.51,-1.38,1.1
gar_09120614-6454038_H665.0.fit,5041.0,3.45,-1.33,1.12
gar_09120638-6450587_H665.0.fit,4659.0,2.27,-1.02,0.27
gar_09120656-6453495_H665.0.fit,4755.0,2.55,-1.08,0.03
gar_09120733-6453186_H665.0.fit,5131.0,3.01,-1.35,1.25
gar_09120825-6450161_H665.0.fit,4742.0,2.61,-0.89,0.41
gar_09120827-6451193_H665.0.fit,4786.0,2.78,-0.8,0.24
gar_09120886-6455277_H665.0.fit,4777.0,3.25,-0.99,0.38
gar_09120893-6456079_H665.0.fit,4764.0,2.68,-1.04,0.29
gar_09120907-6450509_H665.0.fit,5095.0,3.59,-1.22,1.22
gar_09120971-6447385_H665.0.fit,4850.0,3.24,-1.33,0.03
gar_09120980-6448332_H665.0.fit,4709.0,2.7,-0.94,0.13
gar_09120986-6450219_H665.0.fit,5011.0,3.39,-1.23,1.09
gar_09121026-6455143_H665.0.fit,5072.0,3.46,-1.22,1.03
gar_09121077-6448378_H665.0.fit,4945.0,3.56,-1.27,1.1
gar_09121132-6453052_H665.0.fit,4842.0,3.17,-1.17,0.44
gar_09121168-6449036_H665.0.fit,4804.0,2.8,-0.98,0.7
gar_09121180-6454463_H665.0.fit,4765.0,2.65,-1.06,0.06
gar_09121181-6458294_H665.0.fit,5074.0,3.58,-1.37,1.2
gar_09121264-6455414_H665.0.fit,4971.0,3.69,-1.3,1.24
gar_09121359-6452240_H665.0.fit,5229.0,3.82,-1.28,1.26
gar_09121370-6452363_H665.0.fit,5049.0,3.37,-1.1,0.85
gar_09121380-6446131_H665.0.fit,5134.0,3.51,-1.2,1.1
gar_09121445-6447487_H665.0.fit,5374.0,4.55,-0.15,1.06
gar_09121447-6449296_H665.0.fit,5059.0,3.16,-1.13,0.54
gar_09121486-6451521_H665.0.fit,4717.0,2.54,-1.11,0.4
gar_09121563-6450417_H665.0.fit,5176.0,3.62,-1.24,1.2
gar_09121596-6500006_H665.0.fit,5036.0,3.76,-1.03,1.21
gar_09121692-6453112_H665.0.fit,5044.0,3.41,-1.25,1.25
gar_09121723-6453561_H665.0.fit,4799.0,2.67,-1.09,0.12
gar_09121732-6446048_H665.0.fit,4812.0,3.04,-1.11,0.09
gar_09121739-6448593_H665.0.fit,5013.0,3.56,-1.0,1.22
gar_09121802-6455161_H665.0.fit,4899.0,3.42,-1.14,1.01
gar_09121869-6453555_H665.0.fit,5131.0,3.02,-1.37,1.11
gar_09121908-6451284_H665.0.fit,5027.0,3.43,-1.29,1.25
gar_09121922-6449266_H665.0.fit,5336.0,2.91,-1.34,1.11
gar_09121923-6453421_H665.0.fit,5297.0,2.9,-1.43,1.11
gar_09121974-6443559_H665.0.fit,4868.0,3.27,-1.27,0.38
gar_09122010-6449561_H665.0.fit,5019.0,3.5,-1.31,0.98
gar_09122151-6450337_H665.0.fit,4808.0,2.8,-0.9,0.41
gar_09122254-6451521_H665.0.fit,5278.0,2.9,-1.45,1.24
gar_09122276-6448361_H665.0.fit,5121.0,3.6,-1.34,1.02
gar_09122305-6451374_H665.0.fit,5061.0,3.52,-1.36,1.23
gar_09122308-6452204_H665.0.fit,5057.0,3.54,-1.34,1.31
gar_09122316-6448190_H665.0.fit,5013.0,3.54,-1.13,1.28
gar_09122407-6447570_H665.0.fit,5088.0,3.48,-1.35,1.32
gar_09122463-6451475_H665.0.fit,5028.0,3.63,-1.05,1.15
gar_09122485-6455098_H665.0.fit,5038.0,3.46,-1.28,0.91
gar_09122562-6452121_H665.0.fit,4735.0,2.66,-0.99,0.37
gar_09122594-6453315_H665.0.fit,5133.0,3.59,-1.2,1.14
gar_09122636-6454026_H665.0.fit,4591.0,2.15,-0.49,0.27
gar_09122705-6456359_H665.0.fit,5335.0,2.83,-1.37,0.91
gar_09122763-6451101_H665.0.fit,4464.0,1.8,-1.14,0.01
gar_09122772-6448548_H665.0.fit,5492.0,4.39,-0.31,1.14
gar_09122811-6456498_H665.0.fit,5036.0,3.62,-1.33,0.95
gar_09122874-6444170_H665.0.fit,4723.0,2.63,-1.03,0.47
gar_09122909-6453264_H665.0.fit,5015.0,3.55,-1.27,1.13
gar_09122914-6450231_H665.0.fit,4788.0,3.25,-1.34,0.72
gar_09122915-6502273_H665.0.fit,5240.0,4.15,-0.74,1.09
gar_09122993-6450113_H665.0.fit,4711.0,2.58,-1.0,0.43
gar_09123008-6450398_H665.0.fit,4841.0,2.54,-0.17,0.37
gar_09123015-6449520_H665.0.fit,4803.0,2.77,-0.99,0.35
gar_09123524-6458168_H665.0.fit,5029.0,3.95,-0.6,1.02
gar_09123531-6448404_H665.0.fit,5018.0,3.53,-1.28,1.06
gar_09123538-6452454_H665.0.fit,4812.0,3.19,-0.97,0.48
gar_09123553-6450533_H665.0.fit,5654.0,4.48,0.36,0.88
gar_09123888-6450193_H665.0.fit,5009.0,3.54,-1.35,1.26
gar_09124002-6449081_H665.0.fit,4985.0,3.47,-1.36,1.29
gar_09124137-6448434_H665.0.fit,4863.0,3.31,-1.25,0.52
gar_09124375-6451051_H665.0.fit,4864.0,3.32,-1.05,0.62
gar_09124571-6447092_H665.0.fit,5035.0,3.66,-1.32,1.22
gar_09125154-6452012_H665.0.fit,5100.0,3.35,-0.42,0.89
gar_09125196-6444119_H665.0.fit,5067.0,3.52,-1.36,1.23
gar_09125945-6445312_H665.0.fit,4966.0,3.38,-1.17,1.02
gar_09130066-6451361_H665.0.fit,4987.0,3.53,-1.2,0.97
gar_09130112-6455179_H665.0.fit,5018.0,3.4,-1.32,1.23
gar_09130122-6452432_H665.0.fit,4845.0,3.1,-0.99,0.17
gar_09130327-6454444_H665.0.fit,4993.0,3.55,-1.26,1.16
gar_09130900-6443141_H665.0.fit,5248.0,3.87,-0.58,0.74
gar_09130974-6450151_H665.0.fit,5028.0,3.5,-1.25,1.17
gar_09130984-6452468_H665.0.fit,4756.0,2.68,-1.01,0.62
gar_09131581-6447495_H665.0.fit,4907.0,3.31,-0.69,0.28
gar_09132090-6447448_H665.0.fit,4702.0,2.5,-0.97,0.52
gar_09132898-6459494_H665.0.fit,5521.0,4.45,-0.26,1.34
gar_09133420-6454565_H665.0.fit,5101.0,3.76,-0.05,0.69
gar_09134479-6446125_H665.0.fit,5432.0,3.9,-0.12,0.89
gir_11014270-5839118_H665.0.fit,4268.0,4.81,0.19,0.5
gir_11015731-5841434_H665.0.fit,4624.0,4.72,0.05,0.22
gir_11020607-5834460_H665.0.fit,6818.0,4.23,0.03,3.25
gir_11021124-5832399_H665.0.fit,4726.0,4.78,0.1,1.16
gir_11021669-5856361_H665.0.fit,5135.0,4.5,0.03,1.64
gir_11021857-5831011_H665.0.fit,5931.0,4.16,0.13,2.52
gir_11021891-5847363_H665.0.fit,6393.0,4.13,-0.08,2.4
gir_11021979-5857078_H665.0.fit,5064.0,3.97,-0.53,0.98
gir_11022262-5831477_H665.0.fit,6252.0,4.0,-0.2,2.34
gir_11022330-5839296_H665.0.fit,5891.0,4.3,0.06,1.85
gir_11022362-5859536_H665.0.fit,4888.0,2.91,-0.44,0.93
gir_11022490-5836268_H665.0.fit,5930.0,4.37,-0.04,2.89
gir_11022512-5847280_H665.0.fit,5152.0,3.72,0.05,1.3
gir_11022562-5834316_H665.0.fit,4455.0,4.89,0.11,0.1
gir_11022744-5838540_H665.0.fit,5162.0,4.74,-0.09,1.36
gir_11023119-5851089_H665.0.fit,5931.0,4.05,0.1,1.71
gir_11023122-5844264_H665.0.fit,5198.0,4.12,0.07,1.27
gir_11023143-5844156_H665.0.fit,5328.0,3.97,-0.72,1.31
gir_11023237-5833277_H665.0.fit,5443.0,4.28,-0.02,1.95
gir_11023266-5840022_H665.0.fit,6228.0,4.17,0.25,1.88
gir_11023315-5834165_H665.0.fit,5862.0,4.08,-0.07,2.54
gir_11023399-5850263_H665.0.fit,6265.0,4.11,0.21,2.74
gir_11023416-5834273_H665.0.fit,5227.0,4.72,0.1,2.33
gir_11023508-5837405_H665.0.fit,5578.0,4.22,-0.65,2.11
gir_11023553-5848026_H665.0.fit,6257.0,4.18,-0.05,1.53
gir_11023846-5858026_H665.0.fit,5966.0,4.36,-0.06,2.93
gir_11023925-5851240_H665.0.fit,4632.0,4.71,0.11,0.19
gir_11024136-5843263_H665.0.fit,5836.0,4.24,-0.25,2.71
gir_11024289-5840552_H665.0.fit,6606.0,4.04,0.13,3.32
gir_11024358-5857137_H665.0.fit,5093.0,4.58,0.0,2.11
gir_11024472-5901529_H665.0.fit,5504.0,3.97,0.17,0.97
gir_11024584-5851381_H665.0.fit,6865.0,4.2,-0.05,3.22
gir_11024702-5840400_H665.0.fit,6421.0,3.8,-0.08,3.12
gir_11024751-5852025_H665.0.fit,4595.0,4.8,0.0,0.76
gir_11025156-5840117_H665.0.fit,5197.0,3.56,-0.02,1.05
gir_11025241-5902112_H665.0.fit,5155.0,3.75,0.13,1.13
gir_11025292-5848045_H665.0.fit,6026.0,3.97,-0.19,1.98
gir_11025540-5900140_H665.0.fit,5035.0,3.03,-0.03,0.67
gir_11025587-5842575_H665.0.fit,5971.0,4.24,0.02,1.83
gir_11025707-5846116_H665.0.fit,5509.0,4.39,0.14,2.28
gir_11025725-5836280_H665.0.fit,6510.0,4.15,0.07,2.29
gir_11025839-5853117_H665.0.fit,5788.0,4.25,-0.18,2.66
gir_11025992-5903515_H665.0.fit,4875.0,4.71,0.05,1.45
gir_11030185-5838575_H665.0.fit,4637.0,4.88,-0.07,0.32
gir_11030296-5833145_H665.0.fit,6025.0,3.96,0.01,2.68
gir_11030296-5900435_H665.0.fit,6014.0,4.4,0.04,3.16
gir_11030492-5826134_H665.0.fit,5965.0,4.0,0.06,1.74
gir_11030698-5903168_H665.0.fit,5788.0,4.36,0.25,2.08
gir_11030740-5845221_H665.0.fit,6501.0,4.13,-0.02,2.66
gir_11030793-5836212_H665.0.fit,6314.0,4.13,-0.01,3.14
gir_11031004-5900314_H665.0.fit,5073.0,3.69,0.14,1.17
